;days;values;redimentos
0;2022-09-19;91.1;1.25
1;2022-08-16;90.08;1.25
2;2022-07-18;88.5;1.25
3;2022-06-17;92.0;1.32
4;2022-05-17;93.26;1.22
5;2022-04-19;96.0;1.466788271
6;2022-03-17;96.02;1.5
7;2022-02-16;96.0;1.5
8;2022-01-18;95.74;1.5
9;2021-12-16;95.3;1.5
10;2021-11-18;90.55;1.5
11;2021-10-19;92.5;1.0
12;2021-09-17;98.0;1.0
