;days;values;redimentos
0;2022-09-19;81.27;0.75
1;2022-08-16;77.32;0.75
2;2022-07-18;75.36;0.85
3;2022-06-17;74.82;0.75
4;2022-05-17;77.15;0.75
5;2022-04-19;79.88;0.75
6;2022-03-17;77.05;0.75
