;days;values;redimentos
0;2022-08-19;83.5;0.77
1;2022-07-21;85.0;0.81
2;2022-06-22;87.69;0.81
3;2022-05-20;94.0;0.81
4;2022-04-25;92.25;0.81
5;2022-03-22;94.72;0.81
6;2022-02-21;90.91;0.81
7;2022-01-21;98.79;1.06
8;2021-11-23;104.99;1.1
9;2021-10-22;102.87;1.06
10;2021-09-22;103.62;1.06
11;2021-08-20;109.66;1.07
12;2021-07-22;107.99;1.13
13;2021-06-22;110.0;1.16
