;days;values;redimentos
0;2022-09-15;78.3;0.76
1;2022-07-14;71.99;0.88
2;2022-06-14;68.99;0.83
3;2022-05-13;72.39;0.77
4;2022-04-14;72.96;0.72
5;2022-03-15;70.48;0.74
6;2022-02-14;76.0;0.81
7;2022-01-14;74.85;0.68
8;2021-12-14;71.0;0.67
9;2021-11-16;66.0;0.62
10;2021-10-15;72.49;0.6
11;2021-09-15;78.63;0.57
12;2021-08-13;80.99;0.62
13;2021-07-15;82.0;0.54
14;2021-06-15;86.0;0.5
15;2021-05-14;90.0;0.47
16;2021-04-15;92.5;0.5
17;2021-03-12;95.46;0.58
18;2021-02-12;96.5;0.31
